projectName,tome,gearName,hcp-func,rootSessionInputLabel,fMRITimeSeries,ConfigKeys,"{'Subject','RegName','fMRIName','BiasCorrection'}",ConfigVals,"{subjectName,'FS',rootSessionTag,'SEBased'}"
TOME_3003,TOME_3003/Session 2,TOME_3003/Session 2,TOME_3003/Session 2,TOME_3003/Session 1,TOME_3003/Session 2/tfMRI_MOVIE_PA_run3_SBRef,TOME_3003/Session 2/tfMRI_MOVIE_PA_run3,,,
TOME_3003,TOME_3003/Session 2,TOME_3003/Session 2,TOME_3003/Session 2,TOME_3003/Session 1,TOME_3003/Session 2/tfMRI_RETINO_AP_run4_SBRef,TOME_3003/Session 2/tfMRI_RETINO_AP_run4,,,
TOME_3003,TOME_3003/Session 2,TOME_3003/Session 2,TOME_3003/Session 2,TOME_3003/Session 1,TOME_3003/Session 2/tfMRI_MOVIE_PA_run4_SBRef,TOME_3003/Session 2/tfMRI_MOVIE_PA_run4,,,
TOME_3003,TOME_3003/Session 2,TOME_3003/Session 2,TOME_3003/Session 2,TOME_3003/Session 1,TOME_3003/Session 2/tfMRI_FLASH_PA_run2_SBRef,TOME_3003/Session 2/tfMRI_FLASH_PA_run2,,,
,,,,,,,,,
TOME_3004,TOME_3004/Session 2b,TOME_3004/Session 2b,TOME_3004/Session 2b,TOME_3004/Session 1,TOME_3004/Session 2b/tfMRI_RETINO_PA_run1_SBRef,TOME_3004/Session 2b/tfMRI_RETINO_PA_run1,,,
TOME_3004,TOME_3004/Session 2b,TOME_3004/Session 2b,TOME_3004/Session 2b,TOME_3004/Session 1,TOME_3004/Session 2b/tfMRI_MOVIE_AP_run1_SBRef,TOME_3004/Session 2b/tfMRI_MOVIE_AP_run1,,,
TOME_3004,TOME_3004/Session 2b,TOME_3004/Session 2b,TOME_3004/Session 2b,TOME_3004/Session 1,TOME_3004/Session 2b/tfMRI_RETINO_PA_run2_SBRef,TOME_3004/Session 2b/tfMRI_RETINO_PA_run2,,,
TOME_3004,TOME_3004/Session 2b,TOME_3004/Session 2b,TOME_3004/Session 2b,TOME_3004/Session 1,TOME_3004/Session 2b/tfMRI_MOVIE_AP_run2_SBRef,TOME_3004/Session 2b/tfMRI_MOVIE_AP_run2,,,
TOME_3004,TOME_3004/Session 2b,TOME_3004/Session 2b,TOME_3004/Session 2b,TOME_3004/Session 1,TOME_3004/Session 2b/tfMRI_FLASH_AP_run1_SBRef,TOME_3004/Session 2b/tfMRI_FLASH_AP_run1,,,
TOME_3004,TOME_3004/Session 2b,TOME_3004/Session 2b,TOME_3004/Session 2b,TOME_3004/Session 1,TOME_3004/Session 2b/tfMRI_RETINO_AP_run3_SBRef,TOME_3004/Session 2b/tfMRI_RETINO_AP_run3,,,
TOME_3004,TOME_3004/Session 2b,TOME_3004/Session 2b,TOME_3004/Session 2b,TOME_3004/Session 1,TOME_3004/Session 2b/tfMRI_MOVIE_PA_run3_SBRef,TOME_3004/Session 2b/tfMRI_MOVIE_PA_run3,,,
TOME_3004,TOME_3004/Session 2b,TOME_3004/Session 2b,TOME_3004/Session 2b,TOME_3004/Session 1,TOME_3004/Session 2b/tfMRI_RETINO_AP_run4_SBRef,TOME_3004/Session 2b/tfMRI_RETINO_AP_run4,,,
TOME_3004,TOME_3004/Session 2b,TOME_3004/Session 2b,TOME_3004/Session 2b,TOME_3004/Session 1,TOME_3004/Session 2b/tfMRI_MOVIE_PA_run4_SBRef,TOME_3004/Session 2b/tfMRI_MOVIE_PA_run4,,,
TOME_3004,TOME_3004/Session 2b,TOME_3004/Session 2b,TOME_3004/Session 2b,TOME_3004/Session 1,TOME_3004/Session 2b/tfMRI_FLASH_PA_run2_SBRef,TOME_3004/Session 2b/tfMRI_FLASH_PA_run2,,,
,,,,,,,,,
TOME_3005,TOME_3005/Session 2,TOME_3005/Session 2,TOME_3005/Session 2,TOME_3005/Session 1,TOME_3005/Session 2/tfMRI_RETINO_PA_run1_SBRef,TOME_3005/Session 2/tfMRI_RETINO_PA_run1,,,
TOME_3005,TOME_3005/Session 2,TOME_3005/Session 2,TOME_3005/Session 2,TOME_3005/Session 1,TOME_3005/Session 2/tfMRI_MOVIE_AP_run1_SBRef,TOME_3005/Session 2/tfMRI_MOVIE_AP_run1,,,
TOME_3005,TOME_3005/Session 2,TOME_3005/Session 2,TOME_3005/Session 2,TOME_3005/Session 1,TOME_3005/Session 2/tfMRI_RETINO_PA_run2_SBRef,TOME_3005/Session 2/tfMRI_RETINO_PA_run2,,,
TOME_3005,TOME_3005/Session 2,TOME_3005/Session 2,TOME_3005/Session 2,TOME_3005/Session 1,TOME_3005/Session 2/tfMRI_MOVIE_AP_run2_SBRef,TOME_3005/Session 2/tfMRI_MOVIE_AP_run2,,,
TOME_3005,TOME_3005/Session 2,TOME_3005/Session 2,TOME_3005/Session 2,TOME_3005/Session 1,TOME_3005/Session 2/tfMRI_FLASH_AP_run1_SBRef,TOME_3005/Session 2/tfMRI_FLASH_AP_run1,,,
TOME_3005,TOME_3005/Session 2,TOME_3005/Session 2,TOME_3005/Session 2,TOME_3005/Session 1,TOME_3005/Session 2/tfMRI_RETINO_AP_run3_SBRef,TOME_3005/Session 2/tfMRI_RETINO_AP_run3,,,
TOME_3005,TOME_3005/Session 2,TOME_3005/Session 2,TOME_3005/Session 2,TOME_3005/Session 1,TOME_3005/Session 2/tfMRI_MOVIE_PA_run3_SBRef,TOME_3005/Session 2/tfMRI_MOVIE_PA_run3,,,
TOME_3005,TOME_3005/Session 2,TOME_3005/Session 2,TOME_3005/Session 2,TOME_3005/Session 1,TOME_3005/Session 2/tfMRI_RETINO_AP_run4_SBRef,TOME_3005/Session 2/tfMRI_RETINO_AP_run4,,,
TOME_3005,TOME_3005/Session 2,TOME_3005/Session 2,TOME_3005/Session 2,TOME_3005/Session 1,TOME_3005/Session 2/tfMRI_MOVIE_PA_run4_SBRef,TOME_3005/Session 2/tfMRI_MOVIE_PA_run4,,,
TOME_3005,TOME_3005/Session 2,TOME_3005/Session 2,TOME_3005/Session 2,TOME_3005/Session 1,TOME_3005/Session 2/tfMRI_FLASH_PA_run2_SBRef,TOME_3005/Session 2/tfMRI_FLASH_PA_run2,,,
,,,,,,,,,
TOME_3007,TOME_3007/Session 2,TOME_3007/Session 2,TOME_3007/Session 2,TOME_3007/Session 1,TOME_3007/Session 2/tfMRI_RETINO_PA_run1_SBRef,TOME_3007/Session 2/tfMRI_RETINO_PA_run1,,,
TOME_3007,TOME_3007/Session 2,TOME_3007/Session 2,TOME_3007/Session 2,TOME_3007/Session 1,TOME_3007/Session 2/tfMRI_MOVIE_AP_run1_SBRef,TOME_3007/Session 2/tfMRI_MOVIE_AP_run1,,,
TOME_3007,TOME_3007/Session 2,TOME_3007/Session 2,TOME_3007/Session 2,TOME_3007/Session 1,TOME_3007/Session 2/tfMRI_RETINO_PA_run2_SBRef,TOME_3007/Session 2/tfMRI_RETINO_PA_run2,,,
TOME_3007,TOME_3007/Session 2,TOME_3007/Session 2,TOME_3007/Session 2,TOME_3007/Session 1,TOME_3007/Session 2/tfMRI_MOVIE_AP_run2_SBRef,TOME_3007/Session 2/tfMRI_MOVIE_AP_run2,,,
TOME_3007,TOME_3007/Session 2,TOME_3007/Session 2,TOME_3007/Session 2,TOME_3007/Session 1,TOME_3007/Session 2/tfMRI_FLASH_AP_run1_SBRef,TOME_3007/Session 2/tfMRI_FLASH_AP_run1,,,
TOME_3007,TOME_3007/Session 2,TOME_3007/Session 2,TOME_3007/Session 2,TOME_3007/Session 1,TOME_3007/Session 2/tfMRI_RETINO_AP_run3_SBRef,TOME_3007/Session 2/tfMRI_RETINO_AP_run3,,,
TOME_3007,TOME_3007/Session 2,TOME_3007/Session 2,TOME_3007/Session 2,TOME_3007/Session 1,TOME_3007/Session 2/tfMRI_MOVIE_PA_run3_SBRef,TOME_3007/Session 2/tfMRI_MOVIE_PA_run3,,,
TOME_3007,TOME_3007/Session 2,TOME_3007/Session 2,TOME_3007/Session 2,TOME_3007/Session 1,TOME_3007/Session 2/tfMRI_RETINO_AP_run4_SBRef,TOME_3007/Session 2/tfMRI_RETINO_AP_run4,,,
TOME_3007,TOME_3007/Session 2,TOME_3007/Session 2,TOME_3007/Session 2,TOME_3007/Session 1,TOME_3007/Session 2/tfMRI_MOVIE_PA_run4_SBRef,TOME_3007/Session 2/tfMRI_MOVIE_PA_run4,,,
TOME_3007,TOME_3007/Session 2,TOME_3007/Session 2,TOME_3007/Session 2,TOME_3007/Session 1,TOME_3007/Session 2/tfMRI_FLASH_PA_run2_SBRef,TOME_3007/Session 2/tfMRI_FLASH_PA_run2,,,
,,,,,,,,,
TOME_3008,TOME_3008/Session 2,TOME_3008/Session 2,TOME_3008/Session 2,TOME_3008/Session 1,TOME_3008/Session 2/tfMRI_RETINO_PA_run1_SBRef,TOME_3008/Session 2/tfMRI_RETINO_PA_run1,,,
TOME_3008,TOME_3008/Session 2,TOME_3008/Session 2,TOME_3008/Session 2,TOME_3008/Session 1,TOME_3008/Session 2/tfMRI_MOVIE_AP_run1_SBRef,TOME_3008/Session 2/tfMRI_MOVIE_AP_run1,,,
TOME_3008,TOME_3008/Session 2,TOME_3008/Session 2,TOME_3008/Session 2,TOME_3008/Session 1,TOME_3008/Session 2/tfMRI_RETINO_PA_run2_SBRef,TOME_3008/Session 2/tfMRI_RETINO_PA_run2,,,
TOME_3008,TOME_3008/Session 2,TOME_3008/Session 2,TOME_3008/Session 2,TOME_3008/Session 1,TOME_3008/Session 2/tfMRI_MOVIE_AP_run2_SBRef,TOME_3008/Session 2/tfMRI_MOVIE_AP_run2,,,
TOME_3008,TOME_3008/Session 2,TOME_3008/Session 2,TOME_3008/Session 2,TOME_3008/Session 1,TOME_3008/Session 2/tfMRI_FLASH_AP_run1_SBRef,TOME_3008/Session 2/tfMRI_FLASH_AP_run1,,,
TOME_3008,TOME_3008/Session 2,TOME_3008/Session 2,TOME_3008/Session 2,TOME_3008/Session 1,TOME_3008/Session 2/tfMRI_RETINO_AP_run3_SBRef,TOME_3008/Session 2/tfMRI_RETINO_AP_run3,,,
TOME_3008,TOME_3008/Session 2,TOME_3008/Session 2,TOME_3008/Session 2,TOME_3008/Session 1,TOME_3008/Session 2/tfMRI_MOVIE_PA_run3_SBRef,TOME_3008/Session 2/tfMRI_MOVIE_PA_run3,,,
TOME_3008,TOME_3008/Session 2,TOME_3008/Session 2,TOME_3008/Session 2,TOME_3008/Session 1,TOME_3008/Session 2/tfMRI_RETINO_AP_run4_SBRef,TOME_3008/Session 2/tfMRI_RETINO_AP_run4,,,
TOME_3008,TOME_3008/Session 2,TOME_3008/Session 2,TOME_3008/Session 2,TOME_3008/Session 1,TOME_3008/Session 2/tfMRI_MOVIE_PA_run4_SBRef,TOME_3008/Session 2/tfMRI_MOVIE_PA_run4,,,
TOME_3008,TOME_3008/Session 2,TOME_3008/Session 2,TOME_3008/Session 2,TOME_3008/Session 1,TOME_3008/Session 2/tfMRI_FLASH_PA_run2_SBRef,TOME_3008/Session 2/tfMRI_FLASH_PA_run2,,,
,,,,,,,,,
TOME_3009,TOME_3009/Session 2,TOME_3009/Session 2,TOME_3009/Session 2,TOME_3009/Session 1,TOME_3009/Session 2/tfMRI_RETINO_PA_run1_SBRef,TOME_3009/Session 2/tfMRI_RETINO_PA_run1,,,
TOME_3009,TOME_3009/Session 2,TOME_3009/Session 2,TOME_3009/Session 2,TOME_3009/Session 1,TOME_3009/Session 2/tfMRI_MOVIE_AP_run1_SBRef,TOME_3009/Session 2/tfMRI_MOVIE_AP_run1,,,
TOME_3009,TOME_3009/Session 2,TOME_3009/Session 2,TOME_3009/Session 2,TOME_3009/Session 1,TOME_3009/Session 2/tfMRI_RETINO_PA_run2_SBRef,TOME_3009/Session 2/tfMRI_RETINO_PA_run2,,,
TOME_3009,TOME_3009/Session 2,TOME_3009/Session 2,TOME_3009/Session 2,TOME_3009/Session 1,TOME_3009/Session 2/tfMRI_MOVIE_AP_run2_SBRef,TOME_3009/Session 2/tfMRI_MOVIE_AP_run2,,,
TOME_3009,TOME_3009/Session 2,TOME_3009/Session 2,TOME_3009/Session 2,TOME_3009/Session 1,TOME_3009/Session 2/tfMRI_FLASH_AP_run1_SBRef,TOME_3009/Session 2/tfMRI_FLASH_AP_run1,,,
TOME_3009,TOME_3009/Session 2,TOME_3009/Session 2,TOME_3009/Session 2,TOME_3009/Session 1,TOME_3009/Session 2/tfMRI_RETINO_AP_run3_SBRef,TOME_3009/Session 2/tfMRI_RETINO_AP_run3,,,
TOME_3009,TOME_3009/Session 2,TOME_3009/Session 2,TOME_3009/Session 2,TOME_3009/Session 1,TOME_3009/Session 2/tfMRI_MOVIE_PA_run3_SBRef,TOME_3009/Session 2/tfMRI_MOVIE_PA_run3,,,
TOME_3009,TOME_3009/Session 2,TOME_3009/Session 2,TOME_3009/Session 2,TOME_3009/Session 1,TOME_3009/Session 2/tfMRI_RETINO_AP_run4_SBRef,TOME_3009/Session 2/tfMRI_RETINO_AP_run4,,,
TOME_3009,TOME_3009/Session 2,TOME_3009/Session 2,TOME_3009/Session 2,TOME_3009/Session 1,TOME_3009/Session 2/tfMRI_MOVIE_PA_run4_SBRef,TOME_3009/Session 2/tfMRI_MOVIE_PA_run4,,,
TOME_3009,TOME_3009/Session 2,TOME_3009/Session 2,TOME_3009/Session 2,TOME_3009/Session 1,TOME_3009/Session 2/tfMRI_FLASH_PA_run2_SBRef,TOME_3009/Session 2/tfMRI_FLASH_PA_run2,,,
,,,,,,,,,
TOME_3011,TOME_3011/Session 2,TOME_3011/Session 2,TOME_3011/Session 2,TOME_3011/Session 1,TOME_3011/Session 2/tfMRI_RETINO_PA_run1_SBRef,TOME_3011/Session 2/tfMRI_RETINO_PA_run1,,,
TOME_3011,TOME_3011/Session 2,TOME_3011/Session 2,TOME_3011/Session 2,TOME_3011/Session 1,TOME_3011/Session 2/tfMRI_MOVIE_AP_run1_SBRef,TOME_3011/Session 2/tfMRI_MOVIE_AP_run1,,,
TOME_3011,TOME_3011/Session 2,TOME_3011/Session 2,TOME_3011/Session 2,TOME_3011/Session 1,TOME_3011/Session 2/tfMRI_RETINO_PA_run2_SBRef,TOME_3011/Session 2/tfMRI_RETINO_PA_run2,,,
TOME_3011,TOME_3011/Session 2,TOME_3011/Session 2,TOME_3011/Session 2,TOME_3011/Session 1,TOME_3011/Session 2/tfMRI_MOVIE_AP_run2_SBRef,TOME_3011/Session 2/tfMRI_MOVIE_AP_run2,,,
TOME_3011,TOME_3011/Session 2,TOME_3011/Session 2,TOME_3011/Session 2,TOME_3011/Session 1,TOME_3011/Session 2/tfMRI_FLASH_AP_run1_SBRef,TOME_3011/Session 2/tfMRI_FLASH_AP_run1,,,
TOME_3011,TOME_3011/Session 2,TOME_3011/Session 2,TOME_3011/Session 2,TOME_3011/Session 1,TOME_3011/Session 2/tfMRI_RETINO_AP_run3_SBRef,TOME_3011/Session 2/tfMRI_RETINO_AP_run3,,,
TOME_3011,TOME_3011/Session 2,TOME_3011/Session 2,TOME_3011/Session 2,TOME_3011/Session 1,TOME_3011/Session 2/tfMRI_MOVIE_PA_run3_SBRef,TOME_3011/Session 2/tfMRI_MOVIE_PA_run3,,,
TOME_3011,TOME_3011/Session 2,TOME_3011/Session 2,TOME_3011/Session 2,TOME_3011/Session 1,TOME_3011/Session 2/tfMRI_RETINO_AP_run4_SBRef,TOME_3011/Session 2/tfMRI_RETINO_AP_run4,,,
TOME_3011,TOME_3011/Session 2,TOME_3011/Session 2,TOME_3011/Session 2,TOME_3011/Session 1,TOME_3011/Session 2/tfMRI_MOVIE_PA_run4_SBRef,TOME_3011/Session 2/tfMRI_MOVIE_PA_run4,,,
TOME_3011,TOME_3011/Session 2,TOME_3011/Session 2,TOME_3011/Session 2,TOME_3011/Session 1,TOME_3011/Session 2/tfMRI_FLASH_PA_run2_SBRef,TOME_3011/Session 2/tfMRI_FLASH_PA_run2,,,
,,,,,,,,,
TOME_3012,TOME_3012/Session 2,TOME_3012/Session 2,TOME_3012/Session 2,TOME_3012/Session 1a,TOME_3012/Session 2/tfMRI_RETINO_PA_run1_SBRef,TOME_3012/Session 2/tfMRI_RETINO_PA_run1,,,
TOME_3012,TOME_3012/Session 2,TOME_3012/Session 2,TOME_3012/Session 2,TOME_3012/Session 1a,TOME_3012/Session 2/tfMRI_MOVIE_AP_run1_SBRef,TOME_3012/Session 2/tfMRI_MOVIE_AP_run1,,,
TOME_3012,TOME_3012/Session 2,TOME_3012/Session 2,TOME_3012/Session 2,TOME_3012/Session 1a,TOME_3012/Session 2/tfMRI_RETINO_PA_run2_SBRef,TOME_3012/Session 2/tfMRI_RETINO_PA_run2,,,
TOME_3012,TOME_3012/Session 2,TOME_3012/Session 2,TOME_3012/Session 2,TOME_3012/Session 1a,TOME_3012/Session 2/tfMRI_MOVIE_AP_run2_SBRef,TOME_3012/Session 2/tfMRI_MOVIE_AP_run2,,,
TOME_3012,TOME_3012/Session 2,TOME_3012/Session 2,TOME_3012/Session 2,TOME_3012/Session 1a,TOME_3012/Session 2/tfMRI_FLASH_AP_run1_SBRef,TOME_3012/Session 2/tfMRI_FLASH_AP_run1,,,
TOME_3012,TOME_3012/Session 2,TOME_3012/Session 2,TOME_3012/Session 2,TOME_3012/Session 1a,TOME_3012/Session 2/tfMRI_RETINO_AP_run3_SBRef,TOME_3012/Session 2/tfMRI_RETINO_AP_run3,,,
TOME_3012,TOME_3012/Session 2,TOME_3012/Session 2,TOME_3012/Session 2,TOME_3012/Session 1a,TOME_3012/Session 2/tfMRI_MOVIE_PA_run3_SBRef,TOME_3012/Session 2/tfMRI_MOVIE_PA_run3,,,
TOME_3012,TOME_3012/Session 2,TOME_3012/Session 2,TOME_3012/Session 2,TOME_3012/Session 1a,TOME_3012/Session 2/tfMRI_RETINO_AP_run4_SBRef,TOME_3012/Session 2/tfMRI_RETINO_AP_run4,,,
TOME_3012,TOME_3012/Session 2,TOME_3012/Session 2,TOME_3012/Session 2,TOME_3012/Session 1a,TOME_3012/Session 2/tfMRI_MOVIE_PA_run4_SBRef,TOME_3012/Session 2/tfMRI_MOVIE_PA_run4,,,
TOME_3012,TOME_3012/Session 2,TOME_3012/Session 2,TOME_3012/Session 2,TOME_3012/Session 1a,TOME_3012/Session 2/tfMRI_FLASH_PA_run2_SBRef,TOME_3012/Session 2/tfMRI_FLASH_PA_run2,,,
